Eur Price,Boat Type,Manufacturer,Year Built,Length,Width,Material,Location,Views Last 7 Days,Boat Condition,Engine Type
680000,Flybridge,Azimut power boats,2004,24.5,5.8,nan,Italy,75,Used boat,Diesel
680000,Motor Yacht,Sunseeker power boats,2006,21.98,5.46,GRP,Italy,58,Used boat,Diesel
680000,Mega Yacht,Maiora power boats,2006,21.38,5.6,GRP,Italy,74,Used boat,Diesel
680000,Sport Boat,nan,2019,14,4.2,GRP,Italy,56,Used boat,Diesel
680000,Motor Yacht,Princess power boats,2014,16.66,4.75,nan,Italy,102,Used boat,Diesel
679900,Passenger boat,nan,1991,33.33,5.16,Steel,Germany,112,Diesel,nan
679000,Motor Yacht,nan,2019,14,4.2,nan,France,87,Used boat,Diesel
678300,Motor Yacht,Azimut power boats,2019,13.35,4.4,GRP,Germany,71,Used boat,Diesel
675000,Flybridge,Prestige Yachts power boats,2017,16.31,4.5,PVC,France,64,Used boat,Diesel
675000,Flybridge,Prestige Yachts power boats,2017,15.2,4.5,PVC,France,99,Used boat,Unleaded
675000,Flybridge,Prestige Yachts power boats,2017,15.2,4.5,PVC,France,104,Used boat,Diesel
674999,Flybridge,Prestige Yachts power boats,2017,15.2,4.5,PVC,France,47,Used boat,Diesel
671154,Flybridge,Cobrey power boats,2020,15.6,4.61,GRP,Switzerland ,350,new boat from stock,Diesel
670000,Flybridge,Prestige Yachts power boats,2015,17.92,4.79,PVC,France,85,Used boat,Diesel
670000,Motor Yacht,Sunseeker power boats,2007,22.86,5.46,GRP,Italy,63,Used boat,Diesel
670000,Motor Yacht,Fairline power boats,2005,22.6,5.7,nan,Italy,43,Used boat,Diesel
670000,Flybridge,Ferretti power boats,2007,20.6,5.6,GRP,Italy,78,Used boat,Diesel
669000,Motor Yacht,Dominator power boats,2008,20.8,5.5,nan,Montenegro,62,Used boat,Diesel
666000,Motor Yacht,Fairline power boats,,14.2,4.32,GRP,Germany,220,new boat from stock,Diesel
661870,Trawler,Cranchi power boats,2020,13.8,4.37,GRP,Netherlands,109,new boat from stock,nan
659000,Flybridge,Sealine power boats,2005,17.7,4.84,nan,France,38,Used boat,Diesel
659000,Flybridge,Absolute power boats,2014,16,4.46,GRP,Croatia,94,Used boat,Diesel
741188.54,Sport Boat,Windy power boats,2020,11.72,3.33,GRP,Switzerland ,370,new boat from stock,Diesel
657000,Motor Yacht,Galeon power boats,2018,14.98,4.25,GRP,Germany,74,Used boat,Diesel
656920,Motor Yacht,Prestige Yachts power boats,2016,14.96,4.54,GRP,Netherlands,45,Used boat,nan
655241.94,Motor Yacht,nan,2000,22,5.6,GRP,Denmark,41,new boat from stock,Diesel
655000,Trawler,nan,2004,14.97,4.94,nan,France,64,Used boat,Diesel
649000,Flybridge,Sunseeker power boats,2008,19,5,GRP,Croatia,67,Used boat,Diesel
649000,Sport Boat,Frauscher power boats,2016,13,3,PVC,Spain,100,Used boat,Unleaded
649000,Flybridge,Sunseeker power boats,2008,19.6,5,GRP,Croatia,73,Used boat,Diesel
649000,Motor Yacht,Princess power boats,2015,16.61,4.45,GRP,Netherlands,231,Used boat,Diesel
649000,Hardtop,Sunseeker power boats,2007,21.95,5.46,GRP,Italy,34,Used boat,Diesel
649000,Motor Yacht,Windy power boats,2017,14.84,3.99,GRP,Spain,63,Used boat,Diesel
649000,Motor Yacht,Fairline power boats,2019,14.2,4.32,GRP,Finland,157,Used boat,nan
649000,Flybridge,Princess power boats,2007,20.42,5.23,GRP,Turkey,76,Used boat,Diesel
645000,Motor Yacht,Sunseeker power boats,2014,15.75,4.29,GRP,Spain,69,Used boat,Diesel
645000,Flybridge,Princess power boats,2007,20,5.18,nan,Italy,171,Used boat,Diesel
645000,Flybridge,Dominator power boats,2007,19.75,5.15,GRP,Greece,24,Used boat,Diesel
645000,Motor Yacht,Sunseeker power boats,2014,15.79,4.3,GRP,Spain,89,Used boat,Diesel
643790,Catamaran,Fountaine Pajot power boats,,12.91,5.96,GRP,Germany,69,new boat from stock,Diesel
643440,Motor Yacht,Fjord power boats,2020,13.45,4.25,PVC,France,75,new boat on order,Diesel
643145,Motor Yacht,Brizo Yachts power boats,2020,12,3.5,nan,Finland,88,new boat from stock,Diesel
640000,Center console boat,Riva power boats,2006,16.12,4.61,nan,France,119,Used boat,Diesel
640000,Passenger boat,nan,1903,69.71,8.41,Steel,Netherlands,98,Used boat,Diesel
639000,Motor Yacht,Monte Carlo power boats,2019,15.1,4.27,nan,Croatia,55,Used boat,Diesel
630000,Flybridge,Sunseeker power boats,2008,17.07,,GRP,Croatia,28,Used boat,Diesel
630000,Motor Yacht,Dominator power boats,2008,19.76,5.15,GRP,Italy,36,Used boat,Diesel
630000,Motor Yacht,Dalla Pieta power boats,2008,18.67,5,nan,Germany,59,Used boat,Diesel
630000,Flybridge,Prestige Yachts power boats,2013,17.92,4.79,PVC,France,85,Used boat,Diesel
629000,Motor Yacht,Azimut power boats,2008,17.88,4.95,GRP,Netherlands,27,Used boat,Diesel
629000,Flybridge,nan,2013,18.11,4.9,GRP,Croatia,42,Used boat,Diesel
629000,Flybridge,Azimut power boats,2004,22.85,5.51,GRP,Croatia,310,Used boat,Diesel
625000,Hardtop,Sunseeker power boats,1999,24.38,5.89,GRP,Spain,77,Used boat,Diesel
625000,Flybridge,Princess power boats,2011,16.57,4.57,GRP,Croatia,64,Used boat,Diesel
625000,Motor Yacht,BÃ©nÃ©teau power boats,2019,15.1,4.27,GRP,Croatia,63,Used boat,Diesel
600000,Motor Yacht,Falcon Yachts power boats,1995,27.5,6.1,GRP,Greece,85,Used boat,Diesel
600000,Motor Yacht,nan,2001,24,5.9,GRP,Italy,77,Used boat,Diesel
600000,Hardtop,Prestige Yachts power boats,2012,19.48,5.11,GRP,Portugal,145,Used boat,Diesel
600000,Flybridge,Sunseeker power boats,2000,22.6,5.43,GRP,Italy,60,Used boat,Diesel
600000,Hardtop,Jaguar power boats,2010,23.94,5.8,GRP,Italy,87,Used boat,nan
600000,Trawler,nan,2003,22,4.92,Steel,Turkey,69,Used boat,Diesel
600000,Motor Yacht,Riva power boats,2002,18.59,4.75,GRP,Greece,40,Used boat,Diesel
600000,Passenger boat,nan,1939,86.55,9.3,Steel,Netherlands,109,Used boat,Diesel
600000,Motor Yacht,Tiara power boats,2008,18.53,4.83,nan,Italy,28,Used boat,Diesel
600000,Mega Yacht,nan,1972,30,5.92,nan,Italy,97,Used boat,Diesel
599000,Mega Yacht,nan,2000,20.12,5.6,GRP,Croatia,64,Used boat,Diesel
599000,Flybridge,Azimut power boats,2008,21.1,5.4,GRP,Croatia,175,Used boat,Diesel
599000,Motor Yacht,Azimut power boats,2005,21.17,5.12,GRP,Croatia,84,Used boat,Diesel
599000,Flybridge,BÃ©nÃ©teau power boats,2017,15.1,4.27,nan,France,50,Used boat,Diesel
599000,Motor Yacht,Princess power boats,2008,20.33,5.08,GRP,Croatia,190,Used boat,Diesel
599000,Passenger boat,nan,1961,93,11.6,Steel,Netherlands,154,Used boat,Diesel
599000,Motor Yacht,Sealine power boats,2005,18.67,4.87,GRP,Spain,75,Used boat,Diesel
599000,Motor Yacht,nan,2009,19.3,5.3,nan,Spain,81,Used boat,Diesel
599000,Flybridge,Elegance power boats,2005,23.93,5.66,GRP,Spain,154,Used boat,Diesel
599000,Motor Yacht,Integrity power boats,2020,14,4.2,GRP,Germany,63,Used boat,Diesel
599000,Flybridge,Prestige Yachts power boats,2020,13.06,4.1,GRP,Germany,63,new boat from stock,Diesel
599000,Hardtop,Princess power boats,2014,16.2,4.45,GRP,Germany,157,Used boat,Diesel
599000,Motor Yacht,Yaretti power boats,2006,22.1,,nan,Spain,54,Used boat,Diesel
599000,Motor Yacht,nan,2014,14.6,4.3,Aluminium,Netherlands,103,Used boat,nan
599000,Flybridge,Dominator power boats,2006,18.55,5.08,GRP,Croatia,76,Used boat,Diesel
598000,Motor Yacht,Sunseeker power boats,2013,15.93,4.3,GRP,Spain,130,Used boat,Diesel
595000,Motor Yacht,Rapsody power boats,2008,16.65,4.85,GRP,France,135,Used boat,nan
595000,Motor Yacht,nan,2002,19.3,5,Steel,Netherlands,225,Used boat,nan
595000,Motor Yacht,Riva power boats,2007,16.12,4.64,GRP,Netherlands,135,Used boat,nan
595000,Hardtop,Azimut power boats,2006,19.98,5.07,nan,Italy,95,Used boat,Diesel
595000,Motor Yacht,Sunseeker power boats,2002,23.07,5.21,GRP,Spain,52,Used boat,Diesel
595000,Flybridge,Fairline power boats,2003,22.56,5.69,PVC,Spain,75,Used boat,Diesel
590000,Flybridge,Astondoa power boats,2000,21.8,5.44,PVC,Spain,49,Used boat,Diesel
590000,Flybridge,Ferretti power boats,2008,17,5,GRP,Croatia,88,Used boat,Diesel
590000,Flybridge,nan,2006,20.74,5,GRP,Croatia,124,Used boat,Diesel
590000,Motor Yacht,Sunseeker power boats,2001,22.86,5.21,GRP,France,118,Used boat,Diesel
590000,Motor Yacht,Maiora power boats,2003,20.8,5.6,GRP,Croatia,22,Used boat,Diesel
590000,Flybridge,nan,2009,19.3,5.3,nan,Montenegro,91,Diesel,nan
590000,Motor Yacht,Sanlorenzo power boats,2001,22.01,5.69,GRP,Italy,57,Used boat,Diesel
590000,Hardtop,BÃ©nÃ©teau power boats,2018,13.5,4.15,PVC,Spain,57,Used boat,Diesel
590000,Motor Yacht,Sunseeker power boats,2006,21.95,5.22,GRP,France,52,Used boat,Diesel
590000,Flybridge,Astondoa power boats,2001,22.2,5.5,GRP,Netherlands,60,Used boat,nan
590000,Trawler,Grand Banks power boats,2008,17.19,4.7,nan,Italy,102,Used boat,Diesel
590000,Motor Yacht,Sunseeker power boats,2009,19.61,5,GRP,Croatia,91,Used boat,Diesel
589000,Flybridge,Ferretti power boats,2009,18.3,5,GRP,Croatia,72,Used boat,Diesel
587933,Flybridge,Prestige Yachts power boats,2020,13.06,4.1,GRP,Germany,62,new boat from stock,Diesel
586000,Flybridge,Baikal power boats,2021,17.8,5.14,nan,Germany,192,new boat on order,Diesel
585400,Flybridge,Galeon power boats,,14.35,4.37,GRP,Germany,133,new boat from stock,Diesel
585000,Motor Yacht,Rhea power boats,2012,12.95,4.8,nan,France,54,Used boat,nan
585000,Motor Yacht,Frauscher power boats,2016,13.9,3.9,GRP,Spain,204,Used boat,Unleaded
585000,Flybridge,nan,2008,16.02,4.94,GRP,Netherlands,46,Used boat,nan
585000,Motor Yacht,Elling power boats,2017,14.95,4.25,GRP,Netherlands,179,Used boat,nan
585000,Flybridge,Ferretti power boats,2008,16.2,4.94,GRP,Croatia,88,Used boat,Diesel
580000,Flybridge,Princess power boats,2002,20.97,5.08,GRP,Finland,96,Used boat,nan
580000,Flybridge,Sessa power boats,2020,14.5,4.39,GRP,Italy,51,new boat from stock,Diesel
580000,Motor Yacht,Dominator power boats,2003,20.3,5.5,GRP,Croatia,13,Used boat,Diesel
580000,Flybridge,Sanlorenzo power boats,1999,24.95,6.17,GRP,Italy,63,Used boat,Diesel
580000,Flybridge,Sanlorenzo power boats,1998,24.95,6.17,GRP,Italy,38,Used boat,Diesel
580000,Hardtop,Pershing power boats,2008,17.6,4.8,nan,Italy,118,Used boat,nan
580000,Motor Yacht,Overmarine power boats,1997,23.9,6,nan,Italy,184,Used boat,Diesel
579900,Flybridge,Prestige Yachts power boats,2020,13.06,4.1,GRP,Germany,115,new boat from stock,Diesel
579000,Hardtop,Pershing power boats,2007,17.6,4.8,Hypalon,Spain,145,Used boat,Diesel
579000,Flybridge,Sessa power boats,2012,16.36,4.7,GRP,Croatia,74,Used boat,Diesel
570000,Motor Yacht,nan,1998,18.5,4.88,GRP,Spain,78,Used boat,Diesel
570000,Motor Yacht,Mangusta power boats,2003,26.59,6.17,GRP,Italy,119,Used boat,Diesel
570000,Catamaran,Leopard power boats,2017,13,6.72,GRP,Turkey,147,Used boat,Diesel
569000,Trawler,van der Heijden power boats,2010,14.99,4.99,Steel,Germany,132,Used boat,Diesel
569000,Flybridge,Prestige Yachts power boats,2019,13.06,4.1,GRP,Germany,83,new boat from stock,Diesel
565200,Motor Yacht,Jetten power boats,2016,15.2,4.88,nan,France,25,Used boat,nan
565000,Motor Yacht,Cayman power boats,2011,19.5,5.1,GRP,Croatia,116,Used boat,Diesel
565000,Hardtop,Sessa power boats,2020,15.7,4.28,GRP,Italy,136,new boat from stock,Diesel
564516.13,Trawler,Apreamare power boats,2007,15.5,4.9,GRP,Spain,60,Used boat,nan
626593.75,Motor Yacht,Windy power boats,,12.27,3.69,GRP,Switzerland ,194,new boat from stock,Diesel
560000,Motor Yacht,Astondoa power boats,2008,20.17,5,GRP,Spain,54,Display Model,Diesel
560000,Motor Yacht,Fairline power boats,2012,15.44,4.47,GRP,Montenegro,35,Used boat,Diesel
560000,Motor Yacht,Sunseeker power boats,2003,20.73,1.6,GRP,Italy,81,Used boat,Diesel
560000,Flybridge,Hatteras power boats,2003,16.43,5.26,GRP,Italy,47,Used boat,Diesel
560000,Flybridge,Sunseeker power boats,2009,17.6,4.62,GRP,Croatia,114,Used boat,Diesel
560000,Flybridge,Sunseeker power boats,2009,17.6,4.63,GRP,Croatia,44,Used boat,Diesel
560000,Trawler,BÃ©nÃ©teau power boats,2020,14.74,,nan,Spain,107,new boat from stock,Diesel
560000,Hardtop,Prestige Yachts power boats,2016,14.92,4.47,PVC,France,100,Used boat,Diesel
559500,Motor Yacht,Belliure power boats,2006,18.28,4.8,GRP,Spain,51,Used boat,Diesel
559241,Flybridge,Sealine power boats,2020,13.55,4.2,GRP,Germany,132,new boat from stock,Diesel
559000,Flybridge,Galeon power boats,2019,13.25,4.16,GRP,Spain,107,Used boat,Diesel
559000,Flybridge,Sessa power boats,2017,14.3,4.39,nan,Croatia,54,Used boat,Diesel
559000,Flybridge,Sessa power boats,2017,14.27,4.39,nan,Italy,52,Used boat,nan
626593.75,Motor Yacht,Windy power boats,,12.27,3.69,GRP,Switzerland ,342,new boat from stock,Unleaded
553576,Flybridge,Prestige Yachts power boats,2020,13.06,4.1,GRP,Netherlands,49,new boat from stock,nan
552000,Motor Yacht,Pirelli power boats,2020,13.79,3.64,nan,France,102,new boat on order,nan
551545,Sport Boat,Brabus power boats,2020,11.73,3.35,nan,Germany,142,Used boat,Unleaded
550000,Motor Yacht,Ferretti power boats,1998,22.33,5.68,GRP,Croatia,55,Used boat,Diesel
550000,Motor Yacht,Fairline power boats,2006,18.88,4.75,GRP,Croatia,123,Used boat,Diesel
550000,Motor Yacht,nan,2011,13.8,3.88,nan,Germany,70,Diesel,nan
550000,Motor Yacht,Riva power boats,2003,18.05,4.72,nan,Spain,78,Diesel,nan
549500,Flybridge,Azimut power boats,2006,19.85,5.06,GRP,Spain,44,Used boat,Diesel
549000,Flybridge,Azimut power boats,2006,19.25,5.06,GRP,Croatia,68,Used boat,Diesel
549000,Hardtop,Galeon power boats,2016,13.28,4.18,PVC,Belgium,182,Used boat,Diesel
549000,"Classic,Mega Yacht",nan,1953,31.41,7.27,Wood,Croatia,63,Used boat,Diesel
549000,Motor Yacht,Bugari power boats,1987,24,5.12,nan,Italy,55,Used boat,Diesel
549000,Trawler,Selene power boats,2011,15.03,4.78,GRP,Greece,125,Used boat,Diesel
549000,Motor Yacht,Princess power boats,2005,21.39,5.08,GRP,France,86,Used boat,Diesel
549000,Flybridge,nan,2006,19.21,5.2,GRP,Greece,84,Used boat,Diesel
548000,Flybridge,Astondoa power boats,2001,22.34,5.45,GRP,Spain,55,Used boat,Diesel
545000,Trawler,nan,2011,19.5,4.85,Steel,Netherlands,78,Used boat,Diesel
545000,Trawler,Verhoeven power boats,2005,21,5,Steel,Netherlands,93,Used boat,nan
545000,Trawler,Linssen power boats,2012,14.45,4.4,Steel,Netherlands,153,Used boat,nan
545000,Motor Yacht,Cranchi power boats,2018,13.82,4.06,GRP,France,179,Used boat,Diesel
544404,Motor Yacht,Cranchi power boats,2020,11.85,3.53,nan,France,106,new boat from stock,Diesel
540242,Hardtop,Sasga Yachts power boats,2020,13.2,4,nan,Spain,113,new boat from stock,nan
540000,Flybridge,Princess power boats,2007,17.68,4.83,nan,Croatia,56,Used boat,nan
540000,Motor Yacht,Azimut power boats,2013,14.98,4.8,GRP,Montenegro,102,Used boat,Diesel
540000,Motor Yacht,Azimut power boats,2013,14.98,4.8,GRP,Montenegro,105,Used boat,Diesel
540000,Flybridge,Sanlorenzo power boats,2000,22,5.67,GRP,Italy,41,Used boat,Diesel
540000,Motor Yacht,Sunseeker power boats,2008,19.05,4.97,GRP,France,149,Used boat,Diesel
539000,Hardtop,Pershing power boats,2008,15.83,4.31,GRP,Spain,129,Used boat,Diesel
539000,Trawler,Valk power boats,2006,17.3,4.85,Steel,Netherlands,83,Used boat,nan
539000,Flybridge,BÃ©nÃ©teau power boats,2014,15.2,4.32,PVC,Netherlands,104,Used boat,nan
539000,Motor Yacht,Azimut power boats,2007,19.06,4.9,GRP,Croatia,65,Used boat,Diesel
539000,Hardtop,BÃ©nÃ©teau power boats,2018,14.78,4.2,PVC,France,21,Used boat,Diesel
537500,Trawler,Integrity power boats,2016,14.4,4.35,GRP,Netherlands,66,Used boat,nan
536117,Sport Boat,Brabus power boats,2020,11.73,3.35,nan,Germany,206,Used boat,Unleaded
525000,Hardtop,Mochi Craft power boats,2008,16.46,4.9,GRP,Italy,106,Used boat,Diesel
525000,Motor Yacht,Fairline power boats,2014,14.99,4.32,GRP,Italy,188,Used boat,Diesel
525000,Motor Yacht,Cranchi power boats,2017,13.8,4.37,GRP,Germany,147,Used boat,Diesel
525000,Flybridge,Princess power boats,2008,16.57,4.57,nan,Italy,50,Used boat,Diesel
525000,Motor Yacht,Monachus power boats,2020,13.85,4.2,GRP,Croatia,180,Used boat,Diesel
524400,Motor Yacht,Fiart Mare power boats,2020,13.7,3.99,PVC,France,110,new boat on order,Diesel
520000,Motor Yacht,Azimut power boats,2002,22.54,5.51,GRP,Malta,129,Used boat,Diesel
520000,Motor Yacht,Azimut power boats,2016,13.86,4.25,GRP,Croatia,150,Used boat,Diesel
520000,Flybridge,Prestige Yachts power boats,2013,15.2,4.5,PVC,Sweden,61,Used boat,Diesel
519900,Motor Yacht,Fairline power boats,2013,15.55,4.47,GRP,United Kingdom,53,Used boat,Diesel
519000,Sport Boat,Riva power boats,2004,16.12,4.57,GRP,Switzerland ,413,Used boat,Diesel
517000,Hardtop,BÃ©nÃ©teau power boats,2019,14.78,4.2,PVC,France,33,new boat from stock,Diesel
515000,Hardtop,BÃ©nÃ©teau power boats,2019,14.78,4.15,PVC,France,61,Used boat,Diesel
515000,Hardtop,BÃ©nÃ©teau power boats,2019,14.78,4.15,PVC,France,54,Used boat,Diesel
510000,Motor Yacht,Fairline power boats,2008,19.6,4.76,nan,Italy,86,Used boat,Diesel
505566,Trawler,BÃ©nÃ©teau power boats,,13.43,4.25,Steel,France,51,new boat from stock,Diesel
505000,Hardtop,BÃ©nÃ©teau power boats,2016,14.78,4.15,nan,France,86,Used boat,Diesel
500000,Motor Yacht,Azimut power boats,2007,19.06,4.9,GRP,Croatia,144,Used boat,Diesel
500000,Flybridge,Sunseeker power boats,2008,16,4.61,GRP,Croatia,147,Used boat,Diesel
500000,Motor Yacht,Sanlorenzo power boats,1999,22,5.6,GRP,Italy,43,Used boat,Diesel
500000,Flybridge,Aicon power boats,2007,20.5,5.31,nan,Italy,54,Used boat,nan
500000,Flybridge,Alalunga power boats,2002,21.9,5.45,nan,Italy,143,Used boat,Diesel
500000,Flybridge,Azzurro power boats,2006,20.6,5.18,nan,Italy,50,Used boat,Diesel
500000,Motor Yacht,nan,2019,15,5,Steel,Netherlands,21,Used boat,nan
500000,Hardtop,Prestige Yachts power boats,2019,13.9,4.29,nan,Spain,113,Used boat,Diesel
499999,"Flybridge,Motor Yacht",BÃ©nÃ©teau power boats,2009,16,4.9,GRP,Italy,171,Used boat,Diesel
499000,Hardtop,Prestige Yachts power boats,2015,15.2,4.47,PVC,France,51,Used boat,Diesel
499000,Flybridge,Galeon power boats,2020,12.5,3.94,GRP,Spain,159,new boat from stock,Diesel
499000,Mega Yacht,LÃ¼rssen Yachts power boats,1965,33,6,nan,Greece,311,Used boat,Diesel
499000,Flybridge,Galeon power boats,2017,13.25,4.16,GRP,Germany,168,Used boat,Diesel
498000,Offshore Boat,Cigarette power boats,2007,15.37,2.38,Carbon Fiber,United Kingdom,271,Used boat,Unleaded
498000,Flybridge,Fipa Italiana power boats,2000,20.8,5.6,GRP,Croatia,43,Used boat,Diesel
498000,Trawler,Smelne power boats,2011,15.5,4.55,Steel,Netherlands,39,Used boat,nan
498000,Flybridge,Princess power boats,2009,15.32,4.57,GRP,Germany,126,Used boat,Diesel
495737,Motor Yacht,Cranchi power boats,2018,13.82,4.06,GRP,Netherlands,154,Used boat,nan
495000,Flybridge,Azimut power boats,2013,13.46,4.31,GRP,Italy,57,Used boat,Diesel
495000,Motor Yacht,nan,2005,20,4.6,Wood,Spain,52,Used boat,Diesel
495000,Trawler,BÃ©nÃ©teau power boats,2009,17,4.9,nan,France,68,Used boat,nan
495000,Flybridge,nan,1991,22.65,5.5,Steel,Netherlands,42,Used boat,Diesel
495000,Trawler,nan,1991,17.6,5,Steel,Netherlands,65,Used boat,Diesel
495000,Flybridge,Azimut power boats,2008,16.58,4.92,GRP,Spain,123,Used boat,Diesel
495000,Motor Yacht,Pantera power boats,2007,23.85,5.65,GRP,Spain,222,Used boat,Diesel
495000,Flybridge,nan,2007,19.5,5.25,Steel,Netherlands,70,Used boat,nan
495000,Trawler,Zijlmans power boats,2008,17,4.9,Steel,Netherlands,140,Used boat,nan
495000,Trawler,BÃ©nÃ©teau power boats,2015,14.99,4.65,PVC,France,80,Used boat,Diesel
495000,Motor Yacht,nan,1967,24,5.08,GRP,Turkey,67,Used boat,Diesel
495000,Motor Yacht,Fipa Italiana power boats,2000,21,5,GRP,Croatia,37,Used boat,Diesel
495000,Flybridge,Nimbus power boats,2018,13.2,3.95,GRP,Croatia,114,Used boat,Diesel
495000,Flybridge,Sunseeker power boats,2010,17.6,4.63,GRP,Spain,178,Used boat,Diesel
495000,Motor Yacht,Aquanaut power boats,2016,15,3.78,Steel,Belgium,199,Used boat,Diesel
495000,Flybridge,Azimut power boats,2008,19.22,5.05,GRP,France,152,Used boat,Diesel
494000,Motor Yacht,BÃ©nÃ©teau power boats,2019,13.43,4.2,GRP,Germany,81,Display Model,Diesel
493279.57,Catamaran,nan,2009,18.6,7.7,nan,France,100,Used boat,nan
490000,Motor Yacht,Galeon power boats,2016,13.46,3.9,GRP,Germany,193,Used boat,Diesel
490000,Mega Yacht,Azimut power boats,1992,29.57,6.03,GRP,Spain,420,Used boat,Diesel
490000,Catamaran,HervÃ© power boats,2009,18.6,7.7,nan,France,257,Used boat,nan
489000,Flybridge,Ferretti power boats,2008,16.02,4.94,GRP,Greece,221,Used boat,Diesel
489000,Trawler,Integrity power boats,2020,13.8,4.3,GRP,Germany,40,Used boat,Diesel
489000,Sport Boat,Tecnorib power boats,2020,13.1,4.1,nan,Switzerland ,264,Display Model,Diesel
488911.29,Motor Yacht,Navalia power boats,2003,19.81,5.1,GRP,Denmark,60,new boat from stock,Diesel
488000,Motor Yacht,AICON Yachts power boats,2006,22.5,5.3,GRP,Greece,111,Used boat,Diesel
487903.23,Hardtop,Sealine power boats,2020,13.55,4.2,GRP,Denmark,66,Used boat,Diesel
486000,Motor Yacht,Anytec power boats,2009,13.15,3.85,nan,Norway,109,Used boat,Diesel
485560,Hardtop,Menorquin power boats,,13.2,4,nan,Spain,109,new boat from stock,nan
485000,Flybridge,Elegance power boats,2014,19.8,5.4,nan,Spain,59,Used boat,Diesel
485000,Motor Yacht,Riva power boats,2007,13.4,3.88,nan,Netherlands,144,Used boat,nan
481908,Motor Yacht,Fjord power boats,2020,11.5,3.64,PVC,France,57,new boat from stock,Diesel
480000,Trawler,BÃ©nÃ©teau power boats,2011,16.21,4.9,nan,Italy,276,Used boat,Diesel
480000,Flybridge,nan,2006,23.98,6.1,Wood,Spain,53,Used boat,Diesel
480000,Motor Yacht,Benetti power boats,1978,23.8,5.8,Steel,Croatia,83,Used boat,Diesel
480000,Motor Yacht,nan,2018,14,4.25,GRP,Netherlands,149,Used boat,nan
480000,Motor Yacht,Azimut power boats,2009,17,4.75,nan,Croatia,57,Used boat,nan
480000,Flybridge,Dalla Pieta power boats,2007,17.86,4.61,GRP,Italy,42,Used boat,Diesel
480000,Hardtop,BÃ©nÃ©teau power boats,2016,14.78,4.15,PVC,France,80,Used boat,Diesel
480000,Flybridge,BÃ©nÃ©teau power boats,2016,15.73,4.27,PVC,France,73,Used boat,Diesel
480000,Motor Yacht,Azimut power boats,2005,19.84,5.26,GRP,Italy,52,Used boat,Diesel
480000,Flybridge,Azimut power boats,2002,22.45,5.51,GRP,Malta,113,Used boat,Diesel
480000,Motor Yacht,Mangusta power boats,2000,25.08,5.9,GRP,Greece,110,Used boat,Diesel
480000,Trawler,BÃ©nÃ©teau power boats,2019,13.88,4.25,nan,Italy,75,Used boat,Diesel
479900,Flybridge,Yaretti power boats,2005,21.8,5.7,GRP,Croatia,109,Used boat,Diesel
479000,Motor Yacht,Azimut power boats,2005,21.17,5.07,GRP,Croatia,200,Used boat,Diesel
479000,Motor Yacht,Azimut power boats,2007,19.3,5.05,GRP,Croatia,57,Used boat,Diesel
479000,Motor Yacht,nan,1995,21.85,5.6,GRP,Italy,40,Used boat,Diesel
479000,Flybridge,Prestige Yachts power boats,2013,15.2,4.5,PVC,France,126,Used boat,Diesel
471700,Motor Yacht,Galeon power boats,,13.5,4.25,GRP,Germany,65,new boat from stock,Diesel
470000,Motor Yacht,Bertram power boats,2000,16.46,5.16,GRP,Croatia,68,Used boat,nan
470000,Flybridge,Jeanneau power boats,2011,15.2,4.5,GRP,Spain,90,Used boat,Diesel
470000,Motor Yacht,Sunseeker power boats,2009,15.85,4.63,GRP,Croatia,29,Used boat,Diesel
470000,Flybridge,Azimut power boats,2007,17.51,4.75,nan,France,47,Used boat,Diesel
470000,Hardtop,Alfamarine power boats,2008,18.96,4.6,GRP,Italy,47,Used boat,nan
470000,Flybridge,Canados power boats,1997,23.7,6,GRP,Italy,46,Used boat,Diesel
469000,Motor Yacht,Franchini power boats,2006,17.15,4.8,GRP,Spain,130,Used boat,Diesel
469000,Motor Yacht,Azimut power boats,2015,13.35,4.4,GRP,Finland,76,Used boat,nan
469000,Hardtop,Azimut power boats,2008,18.41,4.98,GRP,Italy,166,Used boat,Diesel
469000,Hardtop,BÃ©nÃ©teau power boats,2019,14.78,4.2,PVC,France,41,Used boat,Diesel
469000,Flybridge,BÃ©nÃ©teau power boats,2014,15.73,4.27,PVC,France,41,Used boat,Diesel
468000,Motor Yacht,Fiart Mare power boats,2020,11.87,3.88,PVC,France,53,new boat on order,Diesel
465000,Motor Yacht,Astondoa power boats,2005,16.65,4.65,GRP,Portugal,36,Used boat,Diesel
465000,Motor Yacht,Sunseeker power boats,2009,17.02,4.63,GRP,Croatia,62,Used boat,Diesel
465000,Flybridge,Azimut power boats,2002,21.6,5.4,GRP,Italy,103,Used boat,Diesel
465000,Flybridge,Carnevali power boats,2016,14.03,4.28,nan,Italy,57,Used boat,Diesel
463000,Motor Yacht,Princess power boats,2007,18,4,GRP,Croatia,92,Used boat,Diesel
462360,Trawler,BÃ©nÃ©teau power boats,2020,13.88,4.25,PVC,France,34,new boat from stock,Diesel
518750,Center console boat,Fjord power boats,2020,11.4,3.64,nan,Switzerland ,227,Display Model,Diesel
460428,Motor Yacht,Fjord power boats,2020,11.63,3.64,GRP,France,135,new boat from stock,nan
460000,Hardtop,Azimut power boats,2004,20.74,5.2,GRP,Italy,92,Used boat,Diesel
460000,Trawler,Linssen power boats,2010,14.7,4.45,Steel,Germany,103,Used boat,Diesel
