Eur Price,Boat Type,Manufacturer,Year Built,Length,Width,Material,Location,Views Last 7 Days,Boat Condition,Engine Type
42950,Launch,Primeur power boats,2019,6.95,2.55,GRP,Netherlands,81,Used boat,nan
42900,Sport Boat,Quicksilver (Brunswick Marine) power boats,,6.2,2.34,nan,Germany,31,new boat from stock,nan
42900,Bowrider,Bayliner power boats,2020,5.65,2.26,GRP,Germany,50,new boat on order,Unleaded
42900,Cabin Boat,Bayliner power boats,1997,9.58,2.92,GRP,Germany,267,Used boat,Unleaded
42900,Pilothouse,B̩n̩teau power boats,2007,9.18,3.13,PVC,France,150,Used boat,Diesel
42900,Bowrider,Bayliner power boats,2020,5.65,2.3,GRP,Germany,127,new boat on order,Unleaded
48229.17,Cabin Boat,Quicksilver (Brunswick Marine) power boats,,6.12,2.4,GRP,Switzerland ,113,new boat from stock,Unleaded
42800,Bowrider,Quicksilver (Brunswick Marine) power boats,2020,6.48,2.46,GRP,Germany,54,new boat on order,Unleaded
48008.33,Sport Boat,VBoats power boats,2020,7.13,2.46,Aluminium,Switzerland ,222,new boat from stock,Unleaded
42600,Motor Yacht,Master power boats,2020,6.9,2.72,GRP,France,56,new boat on order,nan
47916.67,"Classic,Runabout",Boesch power boats,1972,5.8,2.1,nan,Switzerland ,341,nan,nan
47916.67,Cabin Boat,Jeanneau power boats,,6.96,2.78,nan,Switzerland ,299,Used boat,Unleaded
47916.67,Sport Boat,Selection Boats power boats,2019,6.43,2.5,nan,Switzerland ,271,Display Model,Unleaded
47916.67,Motor Yacht,Crownline power boats,2002,8.55,2.59,GRP,Switzerland ,363,Used boat,Unleaded
42500,Sport Boat,Silver power boats,,5.8,2.17,Aluminium,Germany,59,new boat from stock,Unleaded
42500,Cabin Boat,Marco Yachts power boats,2000,9,3.05,GRP,Netherlands,108,Used boat,nan
42500,Center console boat,Jeanneau power boats,2017,6.59,2.48,nan,France,106,Used boat,Unleaded
42500,Motor Yacht,nan,1906,17.3,4.65,Steel,Netherlands,101,Used boat,nan
42500,Flybridge,Riva power boats,1976,7.52,3.03,GRP,France,101,Used boat,nan
42500,Pilothouse,B̩n̩teau power boats,2015,7.23,2.78,PVC,France,60,Used boat,Unleaded
42500,Pilothouse,Quicksilver power boats,2015,7.3,2.78,GRP,Germany,82,Used boat,Diesel
42500,Sport Boat,IRON power boats,2020,7.67,2.44,GRP,Germany,49,new boat on order,nan
42500,Trawler,Haber power boats,2008,8,2.5,GRP,Netherlands,102,Used boat,nan
42046,Deck Boat,B̩n̩teau power boats,2018,6.1,2.52,PVC,Spain,41,new boat from stock,Unleaded
42000,Sport Boat,Raffaelli power boats,1982,9.6,3,GRP,Italy,29,Used boat,Diesel
42000,Sport Boat,nan,1994,11.45,3.6,nan,Italy,112,Used boat,Unleaded
42000,Sport Boat,Sealine power boats,1999,8.81,3.02,nan,Italy,91,Used boat,nan
42000,Motor Yacht,Crownline power boats,2003,7.87,2.59,GRP,Germany,129,Used boat,Unleaded
42000,Motor Yacht,Princess power boats,1987,11.98,4.02,nan,Italy,122,Used boat,Diesel
42000,Sport Boat,Cranchi power boats,2005,8.57,2.85,GRP,Italy,99,Used boat,Unleaded
42000,Motor Yacht,Maxum power boats,2005,8.56,2.87,GRP,Croatia,170,Used boat,Unleaded
42000,Cabin Boat,Glastron power boats,2007,7.57,2.59,GRP,Italy,128,Used boat,Unleaded
42000,Pontoon Boat,Pro-Line power boats,2007,7.01,2.62,GRP,Italy,60,Used boat,Unleaded
42000,Motor Yacht,Sealine power boats,1998,8.81,3.2,nan,Italy,73,Used boat,Diesel
42000,Sport Boat,Cranchi power boats,1999,8.45,2.94,GRP,Spain,125,Used boat,Diesel
42000,Sport Boat,nan,1989,13.89,4.42,GRP,Italy,112,Used boat,nan
42000,Sport Boat,nan,2007,8.35,2.98,PVC,France,181,Used boat,Unleaded
42000,Center console boat,B̩n̩teau power boats,2016,6.8,2.5,GRP,Croatia,71,Used boat,Unleaded
42000,Pilothouse,B̩n̩teau power boats,2003,9.18,3.1,PVC,France,71,Used boat,Diesel
42000,Pilothouse,B̩n̩teau power boats,2004,7.6,2.75,PVC,France,61,Used boat,Diesel
42000,Motor Yacht,Riva power boats,1981,12.18,3.85,GRP,Italy,244,Used boat,nan
42000,Sport Boat,Cranchi power boats,2006,8.57,2.88,GRP,Italy,109,Used boat,Unleaded
42000,Pilothouse,B̩n̩teau power boats,2004,9.18,3.1,PVC,France,45,Used boat,Diesel
42000,Trawler,nan,1908,14,3.67,Steel,Netherlands,107,Used boat,nan
42000,Pilothouse,Jeanneau power boats,2010,6.85,2.77,nan,Italy,85,Used boat,nan
42000,Sport Boat,Four Winns power boats,2004,8.44,2.79,PVC,France,87,Used boat,nan
42000,Sport Boat,Boston Whaler power boats,2003,8.22,2.59,PVC,France,137,Used boat,Unleaded
42000,Cabin Boat,Leidi power boats,2016,7.2,2.5,GRP,Croatia,182,Used boat,Unleaded
42000,Fishing Boat,Tiara power boats,1990,9.6,3,GRP,Italy,170,Used boat,Unleaded
42000,Sport Boat,Chaparral power boats,2009,8.23,2.59,nan,Italy,197,Used boat,nan
42000,"Sport Boat,Wakeboard/Wakesurf",Yamaha power boats,2013,7.36,2.5,Carbon Fiber,Poland,136,Used boat,Unleaded
41999,Deck Boat,Quicksilver (Brunswick Marine) power boats,2020,6.74,2.55,GRP,Germany,112,new boat from stock,Unleaded
41990,Sport Boat,Jeanneau power boats,2018,6.5,2.43,PVC,France,51,Used boat,Unleaded
41950,Sport Boat,Clear power boats,2017,6.15,2.27,GRP,Germany,84,Used boat,Unleaded
46875,Fishing Boat,Jeanneau power boats,2013,6.96,2.78,nan,Switzerland ,277,Used boat,nan
46875,Cabin Boat,Smartboat power boats,2013,6.99,2.54,GRP,Switzerland ,292,Used boat,Unleaded
46875,"Motor Yacht,Sport Boat",Sea Ray power boats,1995,8.53,3.2,GRP,Switzerland ,513,Used boat,Unleaded
46875,"Sport Boat,Wakeboard/Wakesurf,Water ski",Sigrist power boats,1973,5.6,2.1,Wood,Switzerland ,567,Used boat,Unleaded
46770.83,Sport Boat,FFW Sealver power boats,,5.9,2.4,Plastic,Switzerland ,153,Display Model,Unleaded
46770.83,Motor Yacht,Ocqueteau power boats,2019,6.2,2.45,GRP,Switzerland ,152,new boat from stock,Unleaded
41500,Motor Yacht,Rio power boats,1998,9.5,3.3,GRP,Italy,159,Used boat,Diesel
41500,Sport Boat,Sea Ray power boats,1996,8,2,GRP,Croatia,154,Used boat,Diesel
41500,Pilothouse,B̩n̩teau power boats,2020,6.98,2.78,nan,Italy,38,new boat from stock,Unleaded
41500,Pilothouse,B̩n̩teau power boats,2018,6.5,2.4,PVC,France,64,new boat from stock,Unleaded
41500,Classic,WeiBo power boats,2018,7.6,1.95,Wood,Switzerland ,118,Display Model,Unleaded
41500,Cabin Boat,Quicksilver (Brunswick Marine) power boats,2020,6.02,2.34,GRP,Germany,99,new boat from stock,Unleaded
41500,Bowrider,Saxdor power boats,2020,5.94,2.29,GRP,Germany,121,new boat on order,Unleaded
41500,"Sport Boat,Wakeboard/Wakesurf",MasterCraft power boats,2008,6.4,2.59,Carbon Fiber,Poland,507,Used boat,Unleaded
41500,Pilothouse,Jeanneau power boats,2016,6.55,2.54,PVC,France,133,Used boat,Unleaded
41500,Pilothouse,Jeanneau power boats,2016,6.55,2.54,PVC,France,88,Used boat,nan
41467,Pilothouse,B̩n̩teau power boats,2020,5.52,2.4,PVC,France,45,new boat from stock,Unleaded
41400,Sport Boat,Sea Ray power boats,,5.94,2.54,GRP,Germany,173,new boat from stock,Unleaded
41395,Motor Yacht,Parker power boats,2018,6.45,2.45,GRP,Germany,101,new boat from stock,nan
46427.08,Sport Boat,Quicksilver (Brunswick Marine) power boats,2020,5.75,2.4,GRP,Switzerland ,99,new boat from stock,Unleaded
46354.17,Fishing Boat,Flipper power boats,2007,6.3,2.4,GRP,Switzerland ,242,Used boat,Unleaded
45833.33,Sport Boat,Scarani power boats,2015,6.9,2.42,GRP,Switzerland ,686,Used boat,Unleaded
41000,Runabout,nan,2003,8.56,2.62,GRP,Italy,90,Used boat,Unleaded
41000,Center console boat,White Shark power boats,2018,5.98,2.35,nan,France,62,Used boat,nan
41000,Motor Yacht,Cranchi power boats,1999,9.69,3.07,GRP,Italy,51,Used boat,Diesel
41000,Pilothouse,B̩n̩teau power boats,2020,6.5,2.43,PVC,France,35,new boat from stock,Unleaded
41000,Trawler,Hollandia power boats,1968,11.8,3.6,Steel,Netherlands,133,Used boat,nan
41000,"Bowrider,Sport Boat,Wakeboard/Wakesurf",Regal power boats,2014,6.4,2.59,Carbon Fiber,Poland,418,Used boat,Unleaded
41000,Pilothouse,B̩n̩teau power boats,2020,6.5,2.43,PVC,France,94,new boat from stock,Unleaded
41000,Sport Boat,nan,2020,5.94,2.54,nan,Italy,80,new boat from stock,Unleaded
40188.17,Bowrider,Campion power boats,2020,5,2,nan,Denmark,52,new boat from stock,nan
40000,Sport Boat,Four Winns power boats,2007,9.2,2.59,GRP,Italy,321,Used boat,Unleaded
40000,Fishing Boat,nan,1996,9.18,2.93,GRP,Italy,74,Used boat,Unleaded
40000,Motor Yacht,Sealine power boats,1991,10.6,3.5,GRP,Spain,112,Used boat,nan
40000,Pilothouse,Sealine power boats,1995,9.6,3.25,GRP,Germany,311,Used boat,Unleaded
40000,Working Boat,Costruzioni Navali Srl power boats,,30,4.5,Steel,Italy,102,Used boat,Diesel
40000,Pilothouse,Rodman power boats,2002,8.4,3.05,PVC,France,36,Used boat,Diesel
40000,Motor Yacht,Nordmanns power boats,1975,10,2.7,nan,Germany,94,Used boat,Diesel
40000,Motor Yacht,nan,2006,13.8,3.9,Wood,Croatia,141,Used boat,Diesel
40000,Motor Yacht,Four Winns power boats,2006,8.7,2.59,GRP,Croatia,134,Used boat,nan
40000,Fishing Boat,Rhea power boats,2004,7.48,2.8,GRP,Italy,193,Used boat,Diesel
40000,Flybridge,Piantoni (IT) power boats,1992,11.04,3.64,GRP,Italy,111,Used boat,Diesel
40000,Center console boat,Saver power boats,2014,6.95,2.55,PVC,France,95,Used boat,Unleaded
40000,Sport Boat,Sealine power boats,1999,8,3,GRP,Croatia,74,Used boat,Diesel
40000,Flybridge,Italcraft power boats,1983,10.31,3.5,GRP,Italy,122,Used boat,Diesel
40000,Center console boat,Jeanneau power boats,2019,6.86,2.48,PVC,France,27,new boat from stock,Unleaded
40000,Pilothouse,Jeanneau power boats,2006,8.25,2.94,GRP,Italy,75,Used boat,Diesel
40000,Motor Yacht,nan,1988,10.05,3,GRP,Italy,73,Used boat,Diesel
40000,Bowrider,Cobalt power boats,2015,7.56,2.59,nan,Spain,140,Used boat,Unleaded
40000,Cabin Boat,Majoni power boats,1999,8.53,2.93,nan,Spain,111,Used boat,nan
40000,Motor Yacht,VZ Cantiere Nautico power boats,1981,15.5,4.7,Wood,Italy,636,Used boat,Diesel
40000,"Sport Boat,Water ski",Galeon power boats,2014,6.19,2.48,GRP,Germany,408,Used boat,Unleaded
40000,Flybridge,Ancora power boats,1976,13.4,4.22,nan,Italy,167,Used boat,Diesel
40000,Motor Yacht,Larson power boats,2004,8.38,2.7,GRP,Austria,256,Used boat,Unleaded
40000,Center console boat,nan,2006,8.8,2.72,GRP,Italy,110,Used boat,Unleaded
40000,Flybridge,Gibert Marine power boats,1991,9.58,3.32,GRP,France,210,Used boat,Diesel
40000,Motor Yacht,Pedro power boats,1978,11.97,3.27,Steel,Germany,427,Used boat,Diesel
40000,"Motor Yacht,Sport Boat,Water ski",Windy power boats,2000,9,2.99,GRP,Spain,296,Used boat,Diesel
40000,Deck Boat,SACS power boats,2005,7.8,3,nan,Czech Republic,665,Used boat,Diesel
40000,Trawler,nan,1979,11,3.4,Steel,Netherlands,210,Used boat,nan
39999,Pilothouse,Quicksilver (Brunswick Marine) power boats,2020,6.55,2.54,GRP,Germany,99,new boat from stock,Unleaded
39900,Cabin Boat,Marinello power boats,2018,7.65,2.55,GRP,Germany,251,new boat from stock,nan
39900,Runabout,Boesch power boats,1972,5.1,2.02,nan,Germany,117,Used boat,Unleaded
39900,Runabout,nan,1936,7.5,1.4,nan,Germany,46,Used boat,Diesel
39900,Pilothouse,B̩n̩teau power boats,2003,9.18,3.13,PVC,France,74,Used boat,Diesel
39900,Sport Boat,Nordkapp power boats,2018,6.06,2.2,GRP,Germany,178,Used boat,Unleaded
39900,Deck Boat,nan,2000,7.4,2.6,GRP,Netherlands,49,Used boat,nan
39900,Pilothouse,B̩n̩teau power boats,2018,6.5,2.4,PVC,France,78,new boat from stock,Unleaded
39900,Pilothouse,B̩n̩teau power boats,2017,7.5,2.53,PVC,France,51,Used boat,Unleaded
39900,Center console boat,Fiberline power boats,2019,6.04,2.38,GRP,Germany,77,Display Model,Unleaded
39900,Sport Boat,Bayliner power boats,2005,8.76,,nan,Italy,224,Used boat,Unleaded
39900,Mega Yacht,Dacapo power boats,1991,9,3.05,GRP,Germany,518,Used boat,Diesel
39900,Bowrider,Larson power boats,2015,7.03,2.54,GRP,Germany,200,Used boat,Unleaded
39900,Sport Boat,Silver power boats,2015,6.5,2.4,Aluminium,Germany,121,Used boat,Unleaded
39900,Pilothouse,Arvor power boats,2011,6.33,2.49,nan,Germany,148,Used boat,Diesel
39900,Bowrider,Campion power boats,2020,6.1,2.34,GRP,Germany,79,new boat from stock,Unleaded
39900,Pilothouse,Jeanneau power boats,2019,5.79,2.46,PVC,France,43,new boat from stock,Unleaded
39900,Center console boat,B̩n̩teau power boats,2020,6.04,2.26,PVC,France,26,new boat from stock,Unleaded
39900,Flybridge,Sealine power boats,1991,10.36,3.21,GRP,Croatia,166,Used boat,Diesel
39900,Launch,nan,2019,7,2.1,GRP,Netherlands,112,Used boat,nan
39900,Deck Boat,B̩n̩teau power boats,2020,5.96,2.26,PVC,France,46,new boat from stock,Unleaded
39900,Pilothouse,Argo power boats,1976,10.5,3.2,GRP,Germany,58,Used boat,Diesel
39900,Center console boat,B̩n̩teau power boats,2020,6.04,2.26,PVC,France,61,new boat from stock,Unleaded
39900,Center console boat,B̩n̩teau power boats,2020,5.56,2.23,PVC,France,40,new boat from stock,Unleaded
39900,Cabin Boat,Jeanneau power boats,2020,6.19,2.46,GRP,Germany,99,new boat on order,Unleaded
39900,Cabin Boat,Cranchi power boats,2006,8.57,2.83,nan,Germany,144,Used boat,nan
39900,Pilothouse,Jeanneau power boats,2020,5.64,2.45,PVC,France,61,new boat from stock,Unleaded
39900,Pilothouse,B̩n̩teau power boats,2019,6.5,2.43,PVC,France,134,Used boat,Unleaded
39900,Cabin Boat,Skagerrak power boats,2002,7.2,2.7,GRP,Netherlands,63,Used boat,nan
39900,Sport Boat,Sea Ray power boats,2017,6,2.55,GRP,Austria,171,new boat on order,Unleaded
39900,Trawler,nan,1978,9.7,3.3,Steel,Netherlands,138,Used boat,nan
39900,Trawler,nan,2012,7.9,,GRP,Italy,128,Used boat,Diesel
39900,Launch,Interboat DE power boats,2016,6.8,2.55,GRP,Netherlands,99,Used boat,nan
39500,House Boat,nan,1919,22.27,4.85,Steel,Netherlands,95,Used boat,Diesel
39500,Motor Yacht,Cruisers Yachts power boats,2004,9.5,3.05,GRP,Netherlands,135,Used boat,nan
39500,Deck Boat,Moonday power boats,2019,6.42,2.27,GRP,Netherlands,40,new boat from stock,nan
39500,Runabout,nan,2000,8,2,nan,Netherlands,66,Used boat,nan
39500,Trawler,nan,1983,10.8,3.75,Steel,Netherlands,79,Used boat,nan
39500,Deck Boat,B̩n̩teau power boats,2017,6.4,2.5,PVC,France,38,Used boat,Unleaded
39500,Motor Yacht,nan,2004,5.35,2,GRP,Netherlands,59,Used boat,nan
39500,Passenger boat,nan,1924,22,3.1,Steel,Netherlands,186,Used boat,nan
39500,Working Boat,Linder power boats,2019,4.51,1.75,Aluminium,Germany,46,new boat from stock,Electric
39500,Motor Yacht,Schottel power boats,1965,12,3.6,Steel,Netherlands,103,Used boat,nan
39500,Launch,Prins van Oranje power boats,,6.9,2.3,GRP,Netherlands,114,new boat from stock,nan
39500,Pilothouse,nan,1997,7.6,2.69,nan,Netherlands,46,Used boat,Diesel
39500,Flybridge,nan,1980,11.9,3.6,Steel,Netherlands,89,Used boat,Diesel
39500,Runabout,nan,1976,5.87,2.18,GRP,Germany,74,Used boat,Unleaded
39500,"Cabin Boat,Hardtop,Sport Boat",Bazzerla power boats,2006,9.2,2.9,GRP,Italy,461,Used boat,Unleaded
39500,Motor Yacht,Princess power boats,1987,8.64,3.26,PVC,France,96,Used boat,Diesel
39500,Motor Yacht,nan,1980,10.5,3.5,Steel,Netherlands,78,Used boat,nan
39500,Launch,nan,2020,6.53,2.18,Steel,Netherlands,97,new boat from stock,nan
39500,Trawler,Adventure power boats,1992,10,3.35,Steel,Netherlands,155,Used boat,nan
39500,Pilothouse,Jeanneau power boats,2012,7.7,2.78,PVC,France,106,Used boat,Unleaded
39500,Cabin Boat,nan,2004,7,2.25,Aluminium,Netherlands,88,Used boat,nan
39500,Trawler,Proficiat power boats,1980,10.5,3.3,Steel,Netherlands,140,Used boat,nan
39500,Motor Yacht,Marine Projects power boats,1990,9.5,3.5,GRP,Germany,288,Used boat,Diesel
39499,Motor Yacht,Quicksilver power boats,,6.48,2.46,GRP,Germany,58,new boat from stock,Unleaded
39390,Sport Boat,Saver power boats,2020,6.6,2.45,GRP,Germany,83,new boat from stock,Unleaded
44270.83,Sport Boat,Sea Ray power boats,2005,6.96,2.55,GRP,Switzerland ,585,Used boat,Unleaded
39240,Center console boat,Quicksilver power boats,,6.66,2.55,GRP,Germany,46,new boat from stock,Unleaded
44123.96,Fishing Boat,Tracker Marine power boats,,5.6,2.45,Aluminium,Switzerland ,137,new boat on order,Unleaded
39151,Pilothouse,Jeanneau power boats,2020,7.93,2.8,GRP,Germany,69,new boat on order,nan
39151,Pilothouse,Jeanneau power boats,,7.17,2.8,GRP,Germany,61,new boat from stock,Unleaded
39000,Sport Boat,Windy power boats,1996,9.25,3.2,Wood,France,192,Used boat,Unleaded
39000,Deck Boat,Jeanneau power boats,2018,6,2,PVC,France,63,new boat from stock,Unleaded
39000,Motor Yacht,Fairline power boats,1996,9.5,3.15,GRP,Croatia,156,Used boat,Diesel
39000,Motor Yacht,Sessa power boats,2007,8.3,2.7,GRP,Croatia,120,Used boat,nan
39000,Flybridge,Bayliner power boats,1995,9.22,3.36,nan,Italy,187,Used boat,Unleaded
39000,Pilothouse,Marex power boats,2004,8.95,2.8,GRP,Croatia,197,Used boat,Diesel
39000,Cabin Boat,Menorquin power boats,1999,8.85,3.18,Wood,France,89,Used boat,Diesel
39000,Pilothouse,B̩n̩teau power boats,1998,9.18,3.1,PVC,France,97,Used boat,Diesel
39000,Sport Boat,Cranchi power boats,2002,8.88,3.19,GRP,Italy,112,Used boat,Diesel
39000,Pilothouse,Rodman power boats,2006,8.61,2.98,PVC,France,133,Used boat,Diesel
39000,Pilothouse,Quicksilver power boats,2013,7.39,2.79,PVC,France,136,Used boat,nan
39000,Center console boat,B̩n̩teau power boats,2016,7.5,2.67,PVC,France,57,Used boat,Unleaded
39000,Center console boat,B̩n̩teau power boats,2018,6.43,2.52,PVC,France,61,Used boat,Unleaded
39000,Sport Boat,Regal power boats,2012,5.28,2.5,nan,France,57,Used boat,Unleaded
39000,Motor Yacht,Fidego power boats,1985,11,3.5,Steel,Germany,344,Used boat,Diesel
39000,Pilothouse,Parente power boats,2007,8.6,2.59,GRP,France,50,Used boat,Diesel
39000,Motor Yacht,Azimut power boats,1986,11.3,3.96,GRP,Italy,167,Used boat,Diesel
39000,Center console boat,Colombo power boats,1979,6.43,2.19,GRP,Italy,154,Used boat,Unleaded
39000,Motor Yacht,Cranchi power boats,2000,9.74,3.1,GRP,Italy,221,Used boat,Diesel
39000,Hardtop,Fjord power boats,1991,9.3,3.2,GRP,Germany,467,Used boat,Diesel
39000,Flybridge,Chris Craft power boats,1969,10,3.45,GRP,Germany,171,Used boat,Diesel
39000,Motor Yacht,De Groot power boats,1989,12.9,3.7,Steel,Croatia,340,Used boat,Diesel
39000,Pilothouse,B̩n̩teau power boats,2009,7.74,2.92,PVC,France,129,Used boat,Diesel
38999,Deck Boat,Quicksilver (Brunswick Marine) power boats,2020,6.74,2.55,GRP,Germany,68,new boat from stock,Unleaded
38999,Bowrider,Quicksilver (Brunswick Marine) power boats,2020,6.2,2.34,GRP,Germany,93,Display Model,Unleaded
38950,Launch,Victoria power boats,2020,5.5,2.5,GRP,Netherlands,123,Used boat,nan
38900,Sport Boat,Marinello power boats,2013,6.45,2.45,nan,Germany,32,new boat from stock,nan
38900,Offshore Boat,Hiltergerke power boats,2007,8.4,2.5,GRP,Germany,80,Used boat,Unleaded
38900,Offshore Boat,Envision power boats,2000,8.86,2.59,nan,Germany,105,Used boat,Unleaded
38690,Sport Boat,Finnmaster power boats,2018,6.39,2.29,nan,Germany,137,new boat from stock,Unleaded
38642,Center console boat,B̩n̩teau power boats,2020,6.04,2.26,PVC,France,24,new boat from stock,Unleaded
38640,Motor Yacht,Master power boats,2020,6.58,2.72,GRP,France,137,new boat on order,nan
38600,Center console boat,Capelli power boats,2019,6.43,2.36,PVC,France,90,Used boat,nan
38600,Sport Boat,Quicksilver power boats,,6.4,2.46,GRP,Germany,90,new boat from stock,Unleaded
38540,Cabin Boat,Drago Boats power boats,,6.54,2.28,GRP,Germany,80,new boat from stock,Unleaded
38500,Offshore Boat,nan,2015,7.5,1.9,nan,France,119,Used boat,Unleaded
38500,Hardtop,Nimbus power boats,1994,8.45,2.85,GRP,Italy,139,Used boat,Diesel
38500,Cabin Boat,Nimbus power boats,1994,8.45,2.85,GRP,Italy,172,Used boat,Diesel
38450,Runabout,AMT power boats,2019,6.9,2.6,GRP,Germany,115,new boat from stock,nan
38380,Deck Boat,Quicksilver power boats,,6.75,2.55,nan,Germany,59,new boat from stock,Unleaded
38340,Sport Boat,Quicksilver (Brunswick Marine) power boats,2020,6.66,2.55,GRP,Germany,60,new boat on order,Unleaded
43116.67,Center console boat,Quicksilver (Brunswick Marine) power boats,2020,5.75,2.4,GRP,Switzerland ,119,new boat on order,Unleaded
38280,Pilothouse,B̩n̩teau power boats,2020,7.12,2.79,PVC,France,106,Used boat,nan
38275,Pontoon Boat,Sunchaser power boats,2019,6,2,Aluminium,Portugal,64,new boat from stock,Unleaded
43009.38,Fishing Boat,EdgeWater power boats,2020,4.8,2.2,GRP,Switzerland ,175,new boat on order,Unleaded
38042,Center console boat,Rhea power boats,,6.9,2.5,GRP,Netherlands,116,new boat from stock,nan
38042,Center console boat,Rhea power boats,2020,6.9,2.5,GRP,Netherlands,91,new boat from stock,nan
38024,Center console boat,B̩n̩teau power boats,2020,6.04,2.26,PVC,France,22,new boat from stock,Unleaded
38007,Cabin Boat,Drago Boats power boats,,6.54,2.28,GRP,Germany,81,new boat from stock,Unleaded
